Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
VZ 61,Sidearm,Bottom Rail,Perst1,,yes,skorpion,perst1
VZ 61,Sidearm,Bottom Rail,Sfx300,,yes,skorpion,sfx300
VZ 61,Sidearm,Bottom Rail,Sfx400,,,skorpion,sfx400
VZ 61,Sidearm,Bottom Rail,Tango Stubby,,yes,skorpion,tangostubby
VZ 61,Sidearm,Bottom Rail,X5lg3,,yes,skorpion,x5lg3
VZ 61,Sidearm,Ergonomic,Improved Mag Catch,,,skorpion,improvedmagcatch
M357 TRAIT,Sidearm,Scope,A-P2 1.75X,,yes,trr8,acro_p2
M357 TRAIT,Sidearm,Scope,Baker 3.00X,,yes,trr8,bravo3
M357 TRAIT,Sidearm,Scope,BF 2M 2.50X,,,trr8,cod2m
M357 TRAIT,Sidearm,Scope,CCO 2.00X,,yes,trr8,compm5b
M357 TRAIT,Sidearm,Scope,Mini Flex 1.00X,,yes,trr8,eflxmini
M357 TRAIT,Sidearm,Scope,LDS 4.50X,,yes,trr8,elcanlds
M357 TRAIT,Sidearm,Scope,Iron Sights,yes,,trr8,iron_sights
M357 TRAIT,Sidearm,Scope,RO-M 1.75X,,yes,trr8,meprom22
M357 TRAIT,Sidearm,Scope,Osa-7 1.00X,,yes,trr8,opk7
M357 TRAIT,Sidearm,Scope,Pg350,,yes,trr8,pg350
M357 TRAIT,Sidearm,Scope,R-MR 1.00X,,yes,trr8,rmr
M357 TRAIT,Sidearm,Scope,R4T 2.00X,,yes,trr8,romeo4t
M357 TRAIT,Sidearm,Scope,ROX 1.50X,,yes,trr8,romeox
M357 TRAIT,Sidearm,Scope,Shield Cqs,,yes,trr8,shield_cqs
M357 TRAIT,Sidearm,Scope,Spitfire,,yes,trr8,spitfire
M357 TRAIT,Sidearm,Scope,Steinert536,,yes,trr8,steinert536
M357 TRAIT,Sidearm,Scope,RO-M 1.75X,,yes,trr8,trijiconmro
M357 TRAIT,Sidearm,Scope,Trijiconrco,,yes,trr8,trijiconrco
M357 TRAIT,Sidearm,Scope,SDO 3.50X,,yes,trr8,trijiconsdo
M357 TRAIT,Sidearm,Scope,RO-S 1.25X,,yes,trr8,trijiconsro
M357 TRAIT,Sidearm,Scope,3VZR 1.75X,,yes,trr8,vzor3
M357 TRAIT,Sidearm,Scope,XPS3,,yes,trr8,xps3
M357 TRAIT,Sidearm,Barrel,Basic Barrel,yes,yes,trr8,basicbarrel
M357 TRAIT,Sidearm,Magazine,Fast Mag,,,trr8,fast
M357 TRAIT,Sidearm,Magazine,Standard Magazine,yes,yes,trr8,regular
M357 TRAIT,Sidearm,Ammo,FMJ,yes,,trr8,fmj
M357 TRAIT,Sidearm,Ammo,Frangible,,,trr8,frangible
M357 TRAIT,Sidearm,Ammo,Hollow Point,,,trr8,hollowpoint
M357 TRAIT,Sidearm,Ammo,Tungsten Core,,,trr8,tungsten
M357 TRAIT,Sidearm,Bottom Rail,Cmr201,,yes,trr8,cmr201
M357 TRAIT,Sidearm,Bottom Rail,Holosun Rmlt,,yes,trr8,holosun_rmlt
M357 TRAIT,Sidearm,Bottom Rail,Lmdpeir1,,yes,trr8,lmdpeir1
M357 TRAIT,Sidearm,Bottom Rail,Perst1,,yes,trr8,perst1
M357 TRAIT,Sidearm,Bottom Rail,Sfx300,,yes,trr8,sfx300
M357 TRAIT,Sidearm,Bottom Rail,Sfx400,,,trr8,sfx400
M357 TRAIT,Sidearm,Bottom Rail,X5L G3,,yes,trr8,x5l_g3
M357 TRAIT,Sidearm,Ergonomic,Quickdraw,,,trr8,pistolquickdraw
185KS-K,Shotgun,Scope,A-P2 1.75X,,yes,185ksk,acrop2
185KS-K,Shotgun,Scope,PAS 35 3.00X,,yes,185ksk,anpas35
185KS-K,Shotgun,Scope,Baker 3.00X,,yes,185ksk,bravo3
185KS-K,Shotgun,Scope,BF 2M 2.50X,,,185ksk,cod2m
185KS-K,Shotgun,Scope,CCO 2.00X,,yes,185ksk,compm5b
185KS-K,Shotgun,Scope,Mini Flex 1.00X,,yes,185ksk,eflxmini
185KS-K,Shotgun,Scope,Elcandr,,yes,185ksk,elcandr
185KS-K,Shotgun,Scope,LDS 4.50X,,yes,185ksk,elcanlds
185KS-K,Shotgun,Scope,Holosundrsth,,yes,185ksk,holosundrsth
185KS-K,Shotgun,Scope,Iron Sights,,yes,185ksk,iron_sights
185KS-K,Shotgun,Scope,Marchffpshorty,,yes,185ksk,marchffpshorty
185KS-K,Shotgun,Scope,RO-M 1.75X,,yes,185ksk,meprom22
185KS-K,Shotgun,Scope,Osa-7 1.00X,yes,yes,185ksk,opk7
185KS-K,Shotgun,Scope,Pg350,,yes,185ksk,pg350
185KS-K,Shotgun,Scope,R-MR 1.00X,,yes,185ksk,rmr
185KS-K,Shotgun,Scope,R4T 2.00X,,yes,185ksk,romeo4t
185KS-K,Shotgun,Scope,ROX 1.50X,,yes,185ksk,romeox
185KS-K,Shotgun,Scope,Shieldcqs,,yes,185ksk,shieldcqs
185KS-K,Shotgun,Scope,Spitfire,,yes,185ksk,spitfire
185KS-K,Shotgun,Scope,Steinert536,,yes,185ksk,steinert536
185KS-K,Shotgun,Scope,RO-M 1.75X,,yes,185ksk,trijiconmro
185KS-K,Shotgun,Scope,Trijiconrco,,yes,185ksk,trijiconrco
185KS-K,Shotgun,Scope,Trijiconreapir,,yes,185ksk,trijiconreapir
185KS-K,Shotgun,Scope,SDO 3.50X,,yes,185ksk,trijiconsdo
185KS-K,Shotgun,Scope,RO-S 1.25X,,yes,185ksk,trijiconsro
185KS-K,Shotgun,Scope,3VZR 1.75X,,yes,185ksk,vzor3
185KS-K,Shotgun,Scope,XPS3,,yes,185ksk,xps3
185KS-K,Shotgun,Secondary Sight,Canted Iron Sights,,yes,185ksk,cantedironsights
185KS-K,Shotgun,Secondary Sight,Cantedreflex,,yes,185ksk,cantedreflex
185KS-K,Shotgun,Secondary Sight,G43 Magnifier,,yes,185ksk,g43magnifier
185KS-K,Shotgun,Secondary Sight,Offsetreddot,,,185ksk,offsetreddot
185KS-K,Shotgun,Secondary Sight,Secondarysight,,,185ksk,secondarysight
185KS-K,Shotgun,Barrel,Basic Barrel,yes,yes,185ksk,basicbarrel
185KS-K,Shotgun,Barrel,Extended Barrel,,yes,185ksk,extendedbarrel
185KS-K,Shotgun,Muzzle,Flash Hider,yes,yes,185ksk,flashhider185ksk
185KS-K,Shotgun,Muzzle,Gk-01mb,,,185ksk,gk-01mb
185KS-K,Shotgun,Muzzle,Jk195,,yes,185ksk,jk195
185KS-K,Shotgun,Muzzle,Jk195versax Suppressor,,yes,185ksk,jk195versaxsuppressor
185KS-K,Shotgun,Muzzle,Salvo12 Suppressor,,yes,185ksk,salvo12suppressor
185KS-K,Shotgun,Magazine,Compact Magazine I,,,185ksk,compact1
185KS-K,Shotgun,Magazine,Compact Magazine II,,,185ksk,compact2
185KS-K,Shotgun,Magazine,Fast Mag,,yes,185ksk,fast
185KS-K,Shotgun,Magazine,Standard Magazine,yes,yes,185ksk,regular
185KS-K,Shotgun,Ammo,Buckshot,yes,,185ksk,buckshot
185KS-K,Shotgun,Ammo,Flechette,,,185ksk,flechette
185KS-K,Shotgun,Ammo,No.00 Buckshot,,,185ksk,no00buckshot
185KS-K,Shotgun,Ammo,Slugs,,,185ksk,slugs
185KS-K,Shotgun,Bottom Rail,6H64 Vertical,,yes,185ksk,6ch64_vertical
185KS-K,Shotgun,Bottom Rail,Bcm Stubby,,yes,185ksk,bcm_stubby
185KS-K,Shotgun,Bottom Rail,Fab Tfs,,yes,185ksk,fab_tfs
185KS-K,Shotgun,Bottom Rail,Kac Vertical Grip,,yes,185ksk,kac_vertical_grip
185KS-K,Shotgun,Bottom Rail,Lwrci Vfg,,yes,185ksk,lwrci_vfg
185KS-K,Shotgun,Bottom Rail,Magpul Afg,,yes,185ksk,magpul_afg
185KS-K,Shotgun,Bottom Rail,Magpul AFG2,,yes,185ksk,magpul_afg2
185KS-K,Shotgun,Bottom Rail,Magpul Mvg,,yes,185ksk,magpul_mvg
185KS-K,Shotgun,Bottom Rail,Msbs A2 Grip,,yes,185ksk,msbs_a2_grip
185KS-K,Shotgun,Bottom Rail,Tango Stubby,,yes,185ksk,tango_stubby
185KS-K,Shotgun,Bottom Rail,Tangodown Vertical,,yes,185ksk,tangodown_vertical
185KS-K,Shotgun,Bottom Rail,Troy,,yes,185ksk,troy
185KS-K,Shotgun,Bottom Rail,Zenitco RK1,,yes,185ksk,zenitco_rk1
185KS-K,Shotgun,Top Rail,Top Rail,,,185ksk,toprail
185KS-K,Shotgun,Left Rail,Modulemk3,,yes,185ksk,modulemk3
185KS-K,Shotgun,Left Rail,Sf300,,,185ksk,sf300
185KS-K,Shotgun,Left Rail,Tl Missionlight,,yes,185ksk,tl_missionlight
185KS-K,Shotgun,Right Rail,Anpeq16b,,yes,185ksk,anpeq16b
185KS-K,Shotgun,Right Rail,Dbal-a3,,yes,185ksk,dbal-a3
185KS-K,Shotgun,Right Rail,La-23,,yes,185ksk,la-23
185KS-K,Shotgun,Right Rail,Mepro Sting,,yes,185ksk,mepro_sting
185KS-K,Shotgun,Right Rail,Perst4,,yes,185ksk,perst4
185KS-K,Shotgun,Right Rail,Raidxe,,yes,185ksk,raidxe
185KS-K,Shotgun,Ergonomic,Ergonomic Grip,,,185ksk,ergonomic
185KS-K,Shotgun,Ergonomic,Recoil Buffer,,,185ksk,recoilbuffer
M87A1,Shotgun,Scope,A-P2 1.75X,,yes,590a1,acrop2
M87A1,Shotgun,Scope,PAS 35 3.00X,,yes,590a1,anpas35
M87A1,Shotgun,Scope,Baker 3.00X,,yes,590a1,bravo3
M87A1,Shotgun,Scope,BF 2M 2.50X,,,590a1,cod2m
M87A1,Shotgun,Scope,CCO 2.00X,,yes,590a1,compm5b
M87A1,Shotgun,Scope,Mini Flex 1.00X,,yes,590a1,eflxmini
M87A1,Shotgun,Scope,Elcandr,,yes,590a1,elcandr
M87A1,Shotgun,Scope,LDS 4.50X,,yes,590a1,elcanlds
M87A1,Shotgun,Scope,Holosundrsth,,yes,590a1,holosundrsth
M87A1,Shotgun,Scope,Iron Sights,yes,,590a1,iron_sights
M87A1,Shotgun,Scope,Marchffpshorty,,yes,590a1,marchffpshorty
M87A1,Shotgun,Scope,RO-M 1.75X,,yes,590a1,meprom22
M87A1,Shotgun,Scope,Osa-7 1.00X,,yes,590a1,opk7
M87A1,Shotgun,Scope,Pg350,,yes,590a1,pg350
M87A1,Shotgun,Scope,R-MR 1.00X,,yes,590a1,rmr
M87A1,Shotgun,Scope,R4T 2.00X,,yes,590a1,romeo4t
M87A1,Shotgun,Scope,ROX 1.50X,,yes,590a1,romeox
M87A1,Shotgun,Scope,Shieldcqs,,yes,590a1,shieldcqs
M87A1,Shotgun,Scope,Spitfire,,yes,590a1,spitfire
M87A1,Shotgun,Scope,Steinert536,,yes,590a1,steinert536
M87A1,Shotgun,Scope,RO-M 1.75X,,yes,590a1,trijiconmro
M87A1,Shotgun,Scope,Trijiconrco,,yes,590a1,trijiconrco
M87A1,Shotgun,Scope,Trijiconreapir,,yes,590a1,trijiconreapir
M87A1,Shotgun,Scope,SDO 3.50X,,yes,590a1,trijiconsdo
M87A1,Shotgun,Scope,RO-S 1.25X,,yes,590a1,trijiconsro
M87A1,Shotgun,Scope,3VZR 1.75X,,yes,590a1,vzor3
M87A1,Shotgun,Scope,XPS3,,yes,590a1,xps3
M87A1,Shotgun,Secondary Sight,Canted Iron Sights,,yes,590a1,cantedironsights
M87A1,Shotgun,Secondary Sight,Cantedreflex,,yes,590a1,cantedreflex
M87A1,Shotgun,Secondary Sight,G43 Magnifier,,yes,590a1,g43magnifier
M87A1,Shotgun,Secondary Sight,Offsetreddot,,,590a1,offsetreddot
M87A1,Shotgun,Secondary Sight,Secondarysight,,yes,590a1,secondarysight
M87A1,Shotgun,Barrel,Basic Barrel,yes,yes,590a1,basicbarrel
M87A1,Shotgun,Muzzle,Jk195,,yes,590a1,jk195
M87A1,Shotgun,Muzzle,Jk195versax Suppressor,,yes,590a1,jk195versaxsuppressor
M87A1,Shotgun,Muzzle,Salvo12 Suppressor,,yes,590a1,salvo12suppressor
M87A1,Shotgun,Magazine,Compact Magazine I,,,590a1,compact1
M87A1,Shotgun,Magazine,Compact Magazine II,,,590a1,compact2
M87A1,Shotgun,Magazine,Compact Magazine III,,,590a1,compact3
M87A1,Shotgun,Magazine,Standard Magazine,yes,yes,590a1,regular
M87A1,Shotgun,Ammo,Buckshot,yes,,590a1,buckshot
M87A1,Shotgun,Ammo,Flechette,,,590a1,flechette
M87A1,Shotgun,Ammo,No.00 Buckshot,,,590a1,no00buckshot
M87A1,Shotgun,Ammo,Slugs,,,590a1,slugs
M87A1,Shotgun,Bottom Rail,6H64 Vertical,,yes,590a1,6ch64_vertical
M87A1,Shotgun,Bottom Rail,Bcm Stubby,,yes,590a1,bcm_stubby
M87A1,Shotgun,Bottom Rail,Bottom Rail,,,590a1,bottomrail
M87A1,Shotgun,Bottom Rail,Fab Tfs,,yes,590a1,fab_tfs
M87A1,Shotgun,Bottom Rail,Hfga,,yes,590a1,hfga
M87A1,Shotgun,Bottom Rail,Kac Vertical Grip,,yes,590a1,kac_vertical_grip
M87A1,Shotgun,Bottom Rail,Lwrci Vfg,,yes,590a1,lwrci_vfg
M87A1,Shotgun,Bottom Rail,Magpul Afg,,yes,590a1,magpul_afg
M87A1,Shotgun,Bottom Rail,Magpul AFG2,,yes,590a1,magpul_afg2
M87A1,Shotgun,Bottom Rail,Magpul Mvg,,yes,590a1,magpul_mvg
M87A1,Shotgun,Bottom Rail,Msbs A2 Grip,,yes,590a1,msbs_a2_grip
M87A1,Shotgun,Bottom Rail,Tango Stubby,,yes,590a1,tango_stubby
M87A1,Shotgun,Bottom Rail,Tangodown Vertical,,yes,590a1,tangodown_vertical
M87A1,Shotgun,Bottom Rail,Troy,,yes,590a1,troy
M87A1,Shotgun,Bottom Rail,Zenitco RK1,,yes,590a1,zenitco_rk1
M87A1,Shotgun,Top Rail,Top Rail,,,590a1,toprail
M87A1,Shotgun,Left Rail,Modulemk3,,yes,590a1,modulemk3
M87A1,Shotgun,Left Rail,Sf300,,,590a1,sf300
M87A1,Shotgun,Left Rail,Tl Missionlight,,yes,590a1,tl_missionlight
M87A1,Shotgun,Right Rail,Anpeq16b,,yes,590a1,anpeq16b
M87A1,Shotgun,Right Rail,Dbal-a3,,yes,590a1,dbal-a3
M87A1,Shotgun,Right Rail,La-23,,yes,590a1,la-23
M87A1,Shotgun,Right Rail,Mepro Sting,,yes,590a1,mepro_sting
M87A1,Shotgun,Right Rail,Perst4,,yes,590a1,perst4
M87A1,Shotgun,Right Rail,Raidxe,,yes,590a1,raidxe
M87A1,Shotgun,Right Rail,Right Rail,,,590a1,rightrail
M87A1,Shotgun,Ergonomic,Ergonomic Grip,,,590a1,ergonomic
DB 12,Shotgun,Scope,A-P2 1.75X,,yes,dp12,acrop2
DB 12,Shotgun,Scope,PAS 35 3.00X,,yes,dp12,anpas35
DB 12,Shotgun,Scope,Baker 3.00X,,yes,dp12,bravo3
DB 12,Shotgun,Scope,BF 2M 2.50X,,,dp12,cod2m
DB 12,Shotgun,Scope,CCO 2.00X,,yes,dp12,compm5b
DB 12,Shotgun,Scope,Mini Flex 1.00X,,yes,dp12,eflxmini
DB 12,Shotgun,Scope,Elcandr,,yes,dp12,elcandr
DB 12,Shotgun,Scope,LDS 4.50X,,yes,dp12,elcanlds
DB 12,Shotgun,Scope,Holosundrsth,,yes,dp12,holosundrsth
DB 12,Shotgun,Scope,Iron Sights,yes,yes,dp12,ironsights
DB 12,Shotgun,Scope,Marchffpshorty,,yes,dp12,marchffpshorty
DB 12,Shotgun,Scope,RO-M 1.75X,,yes,dp12,meprom22
DB 12,Shotgun,Scope,Osa-7 1.00X,,yes,dp12,opk7
DB 12,Shotgun,Scope,Pg350,,yes,dp12,pg350
DB 12,Shotgun,Scope,R-MR 1.00X,,yes,dp12,rmr
DB 12,Shotgun,Scope,R4T 2.00X,,yes,dp12,romeo4t
DB 12,Shotgun,Scope,ROX 1.50X,,yes,dp12,romeox
DB 12,Shotgun,Scope,Shieldcqs,,yes,dp12,shieldcqs
DB 12,Shotgun,Scope,Spitfire,,yes,dp12,spitfire
DB 12,Shotgun,Scope,Steinert536,,yes,dp12,steinert536
DB 12,Shotgun,Scope,RO-M 1.75X,,yes,dp12,trijiconmro
DB 12,Shotgun,Scope,Trijiconrco,,yes,dp12,trijiconrco
DB 12,Shotgun,Scope,Trijiconreapir,,yes,dp12,trijiconreapir
DB 12,Shotgun,Scope,SDO 3.50X,,yes,dp12,trijiconsdo
DB 12,Shotgun,Scope,RO-S 1.25X,,yes,dp12,trijiconsro
DB 12,Shotgun,Scope,3VZR 1.75X,,yes,dp12,vzor3
DB 12,Shotgun,Scope,XPS3,,yes,dp12,xps3
DB 12,Shotgun,Secondary Sight,Canted Iron Sights,,yes,dp12,cantedironsights
DB 12,Shotgun,Secondary Sight,Cantedreflex,,yes,dp12,cantedreflex
DB 12,Shotgun,Secondary Sight,G43 Magnifier,,yes,dp12,g43magnifier
DB 12,Shotgun,Secondary Sight,Offsetreddot,,,dp12,offsetreddot
DB 12,Shotgun,Barrel,Basic Barrel,yes,yes,dp12,basicbarrel
DB 12,Shotgun,Muzzle,Flash Hider DP12,,,dp12,flashhiderdp12
DB 12,Shotgun,Muzzle,Thiccboi12 Suppressor,,yes,dp12,thiccboi12suppressor
DB 12,Shotgun,Magazine,Standard Magazine,yes,yes,dp12,regular
DB 12,Shotgun,Ammo,Buckshot,yes,,dp12,buckshot
DB 12,Shotgun,Ammo,Flechette,,,dp12,flechette
DB 12,Shotgun,Ammo,No.00 Buckshot,,,dp12,no00buckshot
DB 12,Shotgun,Ammo,Slugs,,,dp12,slugs
DB 12,Shotgun,Bottom Rail,6H64 Vertical,,yes,dp12,6ch64vertical
DB 12,Shotgun,Bottom Rail,Bcm Stubby,,yes,dp12,bcmstubby
DB 12,Shotgun,Bottom Rail,DP12 Grip,yes,,dp12,dp12grip
DB 12,Shotgun,Bottom Rail,Fabtfs,,yes,dp12,fabtfs
DB 12,Shotgun,Bottom Rail,Kac Vertical Grip,,yes,dp12,kacverticalgrip
DB 12,Shotgun,Bottom Rail,Lwrcivfg,,yes,dp12,lwrcivfg
DB 12,Shotgun,Bottom Rail,Magpulafg,,yes,dp12,magpulafg
DB 12,Shotgun,Bottom Rail,Magpulmvg,,yes,dp12,magpulmvg
DB 12,Shotgun,Bottom Rail,Msbsa2 Grip,,yes,dp12,msbsa2grip
DB 12,Shotgun,Bottom Rail,Tangodown Vertical,,yes,dp12,tangodownvertical
DB 12,Shotgun,Bottom Rail,Tango Stubby,,yes,dp12,tangostubby
DB 12,Shotgun,Bottom Rail,Troy,,yes,dp12,troy
DB 12,Shotgun,Bottom Rail,Zenitcork1,,yes,dp12,zenitcork1
DB 12,Shotgun,Top Rail,Anpeq16b,,yes,dp12,anpeq16b
DB 12,Shotgun,Top Rail,Dbal-a3,,yes,dp12,dbal-a3
DB 12,Shotgun,Top Rail,La-23,,yes,dp12,la-23
DB 12,Shotgun,Top Rail,Meprosting,,yes,dp12,meprosting
DB 12,Shotgun,Top Rail,Perst4,,yes,dp12,perst4
DB 12,Shotgun,Top Rail,Raidxe,,yes,dp12,raidxe
DB 12,Shotgun,Right Rail,Modulemk3,,yes,dp12,modulemk3
DB 12,Shotgun,Right Rail,Sf300,,,dp12,sf300
DB 12,Shotgun,Right Rail,Tlmissionlight,,yes,dp12,tlmissionlight
M1014,Shotgun,Scope,A-P2 1.75X,,yes,m1014,acrop2
M1014,Shotgun,Scope,PAS 35 3.00X,,yes,m1014,anpas35
M1014,Shotgun,Scope,Baker 3.00X,,yes,m1014,bravo3
M1014,Shotgun,Scope,BF 2M 2.50X,,,m1014,cod2m
M1014,Shotgun,Scope,CCO 2.00X,,yes,m1014,compm5b
M1014,Shotgun,Scope,Mini Flex 1.00X,,yes,m1014,eflxmini
M1014,Shotgun,Scope,Elcandr,,yes,m1014,elcandr
M1014,Shotgun,Scope,LDS 4.50X,,yes,m1014,elcanlds
M1014,Shotgun,Scope,Holosundrsth,,yes,m1014,holosundrsth
M1014,Shotgun,Scope,Iron Sights,yes,yes,m1014,iron_sights
M1014,Shotgun,Scope,Marchffpshorty,,yes,m1014,marchffpshorty
M1014,Shotgun,Scope,RO-M 1.75X,,yes,m1014,meprom22
M1014,Shotgun,Scope,Osa-7 1.00X,,yes,m1014,opk7
M1014,Shotgun,Scope,Pg350,,yes,m1014,pg350
M1014,Shotgun,Scope,R-MR 1.00X,,yes,m1014,rmr
M1014,Shotgun,Scope,R4T 2.00X,,yes,m1014,romeo4t
M1014,Shotgun,Scope,ROX 1.50X,,yes,m1014,romeox
M1014,Shotgun,Scope,Shieldcqs,,yes,m1014,shieldcqs
M1014,Shotgun,Scope,Spitfire,,yes,m1014,spitfire
M1014,Shotgun,Scope,Steinert536,,yes,m1014,steinert536
M1014,Shotgun,Scope,RO-M 1.75X,,yes,m1014,trijiconmro
M1014,Shotgun,Scope,Trijiconrco,,yes,m1014,trijiconrco
M1014,Shotgun,Scope,Trijiconreapir,,yes,m1014,trijiconreapir
M1014,Shotgun,Scope,SDO 3.50X,,yes,m1014,trijiconsdo
M1014,Shotgun,Scope,RO-S 1.25X,,yes,m1014,trijiconsro
M1014,Shotgun,Scope,3VZR 1.75X,,yes,m1014,vzor3
M1014,Shotgun,Scope,XPS3,,yes,m1014,xps3
M1014,Shotgun,Secondary Sight,Canted Iron Sights,,yes,m1014,cantedironsights
M1014,Shotgun,Secondary Sight,Cantedreflex,,yes,m1014,cantedreflex
M1014,Shotgun,Secondary Sight,G43 Magnifier,,yes,m1014,g43magnifier
M1014,Shotgun,Secondary Sight,Offsetreddot,,,m1014,offsetreddot
M1014,Shotgun,Barrel,Basic Barrel,yes,yes,m1014,basicbarrel
M1014,Shotgun,Muzzle,Benelli Comp,,,m1014,benellicomp
M1014,Shotgun,Muzzle,Jk195versax Suppressor,,yes,m1014,jk195versaxsuppressor
M1014,Shotgun,Muzzle,Salvo12 Suppressor,,yes,m1014,salvo12suppressor
M1014,Shotgun,Magazine,Compact Magazine I,,,m1014,compact1
M1014,Shotgun,Magazine,Compact Magazine II,,,m1014,compact2
M1014,Shotgun,Magazine,7rnd Magazine,yes,yes,m1014,regular
M1014,Shotgun,Ammo,Buckshot,yes,,m1014,buckshot
M1014,Shotgun,Ammo,Flechette,,,m1014,flechette
M1014,Shotgun,Ammo,No.00 Buckshot,,,m1014,no00buckshot
M1014,Shotgun,Ammo,Slugs,,,m1014,slugs
M1014,Shotgun,Bottom Rail,6H64 Vertical,,yes,m1014,6ch64_vertical
M1014,Shotgun,Bottom Rail,Bcm Stubby,,yes,m1014,bcm_stubby
M1014,Shotgun,Bottom Rail,Fab Tfs,,yes,m1014,fab_tfs
M1014,Shotgun,Bottom Rail,Hfga,,yes,m1014,hfga
M1014,Shotgun,Bottom Rail,Kac Vertical Grip,,yes,m1014,kac_vertical_grip
M1014,Shotgun,Bottom Rail,Lwrci Vfg,,yes,m1014,lwrci_vfg
M1014,Shotgun,Bottom Rail,Magpul Afg,,yes,m1014,magpul_afg
M1014,Shotgun,Bottom Rail,Magpul AFG2,,yes,m1014,magpul_afg2
M1014,Shotgun,Bottom Rail,Magpul Mvg,,yes,m1014,magpul_mvg
M1014,Shotgun,Bottom Rail,Msbs A2 Grip,,yes,m1014,msbs_a2_grip
M1014,Shotgun,Bottom Rail,Tango Stubby,,yes,m1014,tango_stubby
M1014,Shotgun,Bottom Rail,Tangodown Vertical,,yes,m1014,tangodown_vertical
M1014,Shotgun,Bottom Rail,Troy,,yes,m1014,troy
M1014,Shotgun,Bottom Rail,Zenitco RK1,,yes,m1014,zenitco_rk1
M1014,Shotgun,Left Rail,Modulemk3,,yes,m1014,modulemk3
M1014,Shotgun,Left Rail,Sf300,,,m1014,sf300
M1014,Shotgun,Left Rail,Tl Missionlight,,yes,m1014,tl_missionlight
M1014,Shotgun,Right Rail,Anpeq16b,,yes,m1014,anpeq16b
M1014,Shotgun,Right Rail,Dbal-a3,,yes,m1014,dbal-a3
M1014,Shotgun,Right Rail,La-23,,yes,m1014,la-23
M1014,Shotgun,Right Rail,Mepro Sting,,yes,m1014,mepro_sting
M1014,Shotgun,Right Rail,Perst4,,yes,m1014,perst4
M1014,Shotgun,Right Rail,Raidxe,,yes,m1014,raidxe
M1014,Shotgun,Ergonomic,Recoil Buffer,,,m1014,recoilbuffer
SCW 10,SMG,Scope,A-P2 1.75X,,yes,apc10,acrop2
SCW 10,SMG,Scope,PAS 35 3.00X,,yes,apc10,anpas35
SCW 10,SMG,Scope,Baker 3.00X,,yes,apc10,bravo3
SCW 10,SMG,Scope,BF 2M 2.50X,,,apc10,cod2m
SCW 10,SMG,Scope,CCO 2.00X,,yes,apc10,compm5b
SCW 10,SMG,Scope,Mini Flex 1.00X,,yes,apc10,eflxmini
SCW 10,SMG,Scope,Elcandr,,yes,apc10,elcandr
SCW 10,SMG,Scope,LDS 4.50X,,yes,apc10,elcanlds
SCW 10,SMG,Scope,Holosundrsth,,yes,apc10,holosundrsth
SCW 10,SMG,Scope,Iron Sights,,yes,apc10,iron_sights
SCW 10,SMG,Scope,Marchffpshorty,,yes,apc10,marchffpshorty
SCW 10,SMG,Scope,RO-M 1.75X,yes,yes,apc10,meprom22
SCW 10,SMG,Scope,Osa-7 1.00X,,yes,apc10,opk7
SCW 10,SMG,Scope,Pg350,,yes,apc10,pg350
SCW 10,SMG,Scope,R-MR 1.00X,,yes,apc10,rmr
SCW 10,SMG,Scope,R4T 2.00X,,yes,apc10,romeo4t
SCW 10,SMG,Scope,ROX 1.50X,,yes,apc10,romeox
SCW 10,SMG,Scope,Shieldcqs,,yes,apc10,shieldcqs
SCW 10,SMG,Scope,Spitfire,,yes,apc10,spitfire
SCW 10,SMG,Scope,Steinert536,,yes,apc10,steinert536
SCW 10,SMG,Scope,RO-M 1.75X,,yes,apc10,trijiconmro
SCW 10,SMG,Scope,Trijiconrco,,yes,apc10,trijiconrco
SCW 10,SMG,Scope,Trijiconreapir,,yes,apc10,trijiconreapir
SCW 10,SMG,Scope,SDO 3.50X,,yes,apc10,trijiconsdo
SCW 10,SMG,Scope,RO-S 1.25X,,yes,apc10,trijiconsro
SCW 10,SMG,Scope,3VZR 1.75X,,yes,apc10,vzor3
SCW 10,SMG,Scope,XPS3,,yes,apc10,xps3
SCW 10,SMG,Secondary Sight,Canted Iron Sights,,yes,apc10,cantedironsights
SCW 10,SMG,Secondary Sight,Cantedreflex,,yes,apc10,cantedreflex
SCW 10,SMG,Secondary Sight,G43 Magnifier,,yes,apc10,g43magnifier
SCW 10,SMG,Secondary Sight,Offsetreddot,,,apc10,offsetreddot
SCW 10,SMG,Secondary Sight,Secondarysight,,,apc10,secondarysight
SCW 10,SMG,Barrel,Basic Barrel,yes,,apc10,basicbarrel
SCW 10,SMG,Barrel,Extended Barrel,,,apc10,extendedbarrel
SCW 10,SMG,Barrel,Light Barrel,,,apc10,lightbarrel
SCW 10,SMG,Muzzle,Bts QD 10MM Suppressor,,yes,apc10,btsqd10mmsuppressor
SCW 10,SMG,Muzzle,Bushwackertrilug Suppressor,,yes,apc10,bushwackertrilugsuppressor
SCW 10,SMG,Muzzle,Flash Hider Mp540-10mm,,yes,apc10,flashhidermp540-10mm
SCW 10,SMG,Muzzle,Garevmb,,yes,apc10,garevmb
SCW 10,SMG,Muzzle,Hkp3-lugmb,,yes,apc10,hkp3-lugmb
SCW 10,SMG,Muzzle,Hkp Comp 3LUG,,yes,apc10,hkpcomp3lug
